arch,c1,c2,size_label,regularizer,seed,L,T,if_mode,sigma,acc,checkpoint,matrix_csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.0,94.87,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.1,95.13,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.2,95.17,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.3,94.93,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.4,95.34,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.5,95.25,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.6,95.0,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.7,95.03,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.8,95.06,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.9,94.72,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,1.0,95.03,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.0,92.67,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.1,90.5,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.2,89.7,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.3,89.67,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.4,89.79,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.5,89.67,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.6,89.49,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.7,89.37,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.8,89.88,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.9,89.32,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,1.0,89.31,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.0,95.58,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.1,95.67,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.2,95.62,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.3,95.76,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.4,95.71,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.5,95.56,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.6,95.55,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.7,95.43,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.8,95.34,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.9,95.18,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,1.0,95.06,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,43,16,16,rate_uniform,0.0,95.34,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed43_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_43/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_43.csv
