epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.7487368775333896,7.487368775333897e-05,0.9019689960419363,8.30113763132694e-05,1.262,1.01,1798.7001099586487
1.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.45939321571032965,4.593932157103297e-05,1.0707106789514982,4.2905448198218594e-05,1.812,2.82,1766.8593335151672
2.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.30699534840260395,3.0699534840260396e-05,0.741525563137142,4.140050777262637e-05,2.316,2.87,1742.085985660553
3.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.2889670850048703,2.889670850048703e-05,1.0672125948112083,2.707680610309786e-05,2.8,3.7,1724.007842540741
4.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.252529050675773,2.5252905067577305e-05,0.8711564166412765,2.8987796663358457e-05,3.1,4.66,1702.270637512207
5.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.21269675573756097,2.12696755737561e-05,1.0137271778205874,2.0981656642060033e-05,3.622,5.69,1685.05433177948
6.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.19866273263684803,1.9866273263684805e-05,1.0196286287773462,1.948383235130107e-05,3.994,5.34,1668.747480392456
7.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.1813314510291164,1.813314510291164e-05,1.08349840403549,1.673573771347954e-05,4.652,7.36,1646.333785533905
8.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.1747413774009835,1.7474137740098352e-05,0.9310352134519082,1.8768503583566083e-05,5.05,7.29,1630.2410945892334
9.0,0.25,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.1988931873929687e-06,0.6597937941551208,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,,,0.16159764194259663,1.6159764194259663e-05,1.0183027869350918,1.5869311565863082e-05,5.508,8.0,1614.6937417984009
