epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,risk_source,gm_p_mean,gm_d_mean,gm_m_mean,gm_r_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8158200317636475,0.0,0.0,0.0,off,0.13823018968105316,1.8603829145431519,0.0,-2.8030590328853577e-06,gm,0.7020044326782227,2.6329294300353467e-10,0.8130764961242676,0.5842204689979553,,,39.009792418975174,0.019504896209487588,0.6444693839992708,0.03026504701968846,20.316,34.4,1032.2293560504913
1.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8137841220097164,0.0,0.0,0.0,off,0.16386863589286804,1.834803819656372,0.0,-1.1189753195139929e-06,gm,0.6827852129936218,3.190094022276213e-10,0.8130882382392883,0.5679849982261658,,,34.086387111960626,0.017043193555980312,0.8663164983303163,0.019673172089909735,31.112,42.16,855.2913463115692
2.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8135443592010556,0.0,0.0,0.0,off,0.15352287888526917,1.8450982570648193,0.0,3.998448391939746e-06,gm,0.6745887398719788,2.3511576019430436e-10,0.8130781054496765,0.5590487718582153,,,31.201579552794367,0.015600789776397185,0.7423468333362083,0.021015499865857983,37.252,50.18,767.9349830150604
3.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8138896188772548,0.0,0.0,0.0,off,0.1778644323348999,1.8205808401107788,0.0,7.766536327835638e-06,gm,0.6639651656150818,2.8589919320864965e-10,0.8130428194999695,0.5503736734390259,,,30.056024278224292,0.015028012139112146,1.2380267771611966,0.012138681017523283,44.238,50.48,692.241627573967
4.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8137319103226333,0.0,0.0,0.0,off,0.19141250848770142,1.8069593906402588,0.0,1.0839999049494509e-05,gm,0.6550213694572449,2.4885807303753893e-10,0.81302809715271,0.5446978211402893,,,29.485751121440956,0.014742875560720478,0.9692717538503585,0.015210260179516759,49.298,60.59,637.3602468967438
5.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8142210393000746,0.0,0.0,0.0,off,0.20397557318210602,1.7945282459259033,0.0,1.4143884072836954e-05,gm,0.651392936706543,3.210156584998458e-10,0.8130545020103455,0.5396987199783325,,,29.58238396710732,0.014791191983553659,1.1804609389191205,0.012530013908886382,52.636,56.07,601.4172888994217
6.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8147416021817785,0.0,0.0,0.0,off,0.22517968714237213,1.7733478546142578,0.0,1.6717371181584895e-05,gm,0.6434822678565979,3.5465932968214986e-10,0.8130590319633484,0.535088837146759,,,30.004786777078817,0.015002393388539408,1.037103803384194,0.014465662298783209,55.32,64.55,575.1871576309204
7.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8157795365814053,0.0,0.0,0.0,off,0.24806836247444153,1.7503626346588135,0.0,2.2138590793474577e-05,gm,0.6370696425437927,2.592077108509727e-10,0.8130396604537964,0.5304129123687744,,,30.752204288778625,0.015376102144389312,1.2195538680980087,0.012607972920761235,58.33,65.28,549.3468589782715
8.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.816610739511602,0.0,0.0,0.0,off,0.2758597731590271,1.7228116989135742,0.0,2.645766107889358e-05,gm,0.6339564919471741,2.28926780310168e-10,0.8130877614021301,0.5271896719932556,,,31.511742325737664,0.015755871162868834,1.2654125916808034,0.012451173053320783,60.906,72.08,526.5698411464691
9.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8190798326526456,0.0,0.0,0.0,off,0.31576481461524963,1.6831386089324951,0.0,3.2036543416325e-05,gm,0.6310954689979553,3.251956204319839e-10,0.813133955001831,0.5222488045692444,,,32.18705008479358,0.016093525042396792,1.0908015620508258,0.01475385221500711,63.098,69.85,510.9748167991638
10.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8210395502922175,0.0,0.0,0.0,off,0.3218293786048889,1.6771208047866821,0.0,3.1135343306232244e-05,gm,0.6239460110664368,3.1630154051498494e-10,0.8131431937217712,0.5178961753845215,,,32.79285742517584,0.01639642871258792,1.100176855740552,0.014903448138391479,64.854,73.58,491.9281607866287
11.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8228293059731994,0.0,0.0,0.0,off,0.3257235884666443,1.6732430458068848,0.0,3.578497126000002e-05,gm,0.6188305020332336,2.245844898940419e-10,0.8131464719772339,0.5148581862449646,,,33.37239244540174,0.016686196222700872,0.9573239033876857,0.017430042395947042,66.262,73.75,484.8664268255234
12.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8249456751377077,0.0,0.0,0.0,off,0.33738264441490173,1.661708950996399,0.0,4.013782745460048e-05,gm,0.6146426796913147,2.5385732405069916e-10,0.8131713271141052,0.5119057297706604,,,33.87783232950342,0.01693891616475171,1.2766753367018615,0.01326799044188586,67.076,74.78,478.1156316399574
13.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8273950565196669,0.0,0.0,0.0,off,0.3615770936012268,1.6376770734786987,0.0,3.993610152974725e-05,gm,0.6136314272880554,2.6661903240743356e-10,0.813203752040863,0.5089833736419678,,,34.357108991632856,0.017178554495816428,1.3009465356798877,0.013204658319673946,68.394,78.03,467.1638506054878
14.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8300351887712698,0.0,0.0,0.0,off,0.36874639987945557,1.630514144897461,0.0,4.205624645692296e-05,gm,0.6067346334457397,3.211168275729648e-10,0.8132050037384033,0.5046042203903198,,,34.93169489966429,0.017465847449832147,0.9030181736759416,0.019341634486417285,69.062,65.34,464.422776222229
15.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8340265516125028,0.0,0.0,0.0,off,0.37852683663368225,1.6208171844482422,0.0,4.468658153200522e-05,gm,0.6026955246925354,2.2468654714558056e-10,0.8132215738296509,0.5009043216705322,,,35.4334216050071,0.01771671080250355,1.2480446852026517,0.014195574094870484,69.658,79.3,459.8760823607445
16.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8351742513954182,0.0,0.0,0.0,off,0.37577173113822937,1.6236177682876587,0.0,4.751719461637549e-05,gm,0.5989408493041992,2.338119420297602e-10,0.8132306933403015,0.49749472737312317,,,35.93744071623846,0.017968720358119233,1.0913960596866572,0.016463977672118497,70.604,79.39,454.2094902396202
